"order_id","customer_id","order_date","total_amount_idr","shipping_city","shipping_province","shipping_cost_idr","payment_method","order_status","promo_code","discount_amount_idr","courier"
ORD001531,CUST0699,"2025-02-15",640521,Pekanbaru,Riau,26128,OVO,shipped,MEMBER10,37479,SiCepat
ORD001533,CUST0215,"2024-07-16",360318,Banjarmasin,Kalimantan Selatan,37581,QRIS,delivered,HARBOLNAS22,38682,JNE
ORD001534,CUST0001,"2022-05-25",34466,Semarang,Jawa Tengah,16672,OVO,cancelled,FLASHSALE,14534,JNE
ORD001535,CUST0725,"2025-02-13",455504,Makassar,Sulawesi Selatan,35467,Transfer Bank,delivered,HARBOLNAS22,43496,JNE
ORD001536,CUST0363,"2022-07-26",263940,Surabaya,Jawa Timur,14158,Kartu Kredit,delivered,SALE2024,35060,J&T
ORD001538,CUST0050,"2025-01-27",115447,Padang,Sumatera Barat,35098,Transfer Bank,delivered,WEEKEND25,13553,J&T
ORD001539,CUST0681,"2023-01-21",191770,Surabaya,Jawa Timur,13631,Transfer Bank,delivered,NEWUSER,37230,J&T
ORD001540,CUST0498,"2024-12-30",167320,Depok,Jawa Barat,12749,Kartu Kredit,delivered,MEMBER10,31680,Anteraja
ORD001541,CUST0633,"2024-04-09",275610,Banjarmasin,Kalimantan Selatan,29815,OVO,processing,WEEKEND25,23390,SiCepat
ORD001545,CUST0431,"2025-01-24",7675,Makassar,Sulawesi Selatan,37424,OVO,processing,FLASHSALE,41325,J&T
ORD001549,CUST0148,"2023-10-01",784094,Surabaya,Jawa Timur,12594,QRIS,delivered,RAMADAN23,42906,Anteraja
ORD001555,CUST0434,"2025-02-17",161830,Bandung,Jawa Barat,12846,GoPay,delivered,WEEKEND25,37170,SiCepat
ORD001557,CUST0120,"2024-02-08",788843,Pontianak,Kalimantan Barat,33475,GoPay,delivered,SALE2024,38157,JNE
ORD001562,CUST0005,"2023-03-06",83748,Bekasi,Jawa Barat,12385,Transfer Bank,delivered,MEMBER10,14252,JNE
ORD001564,CUST0727,"2023-12-13",1557868,Semarang,Jawa Tengah,14661,Transfer Bank,shipped,HARBOLNAS22,38132,SiCepat
ORD001565,CUST0689,"2024-10-11",156068,Medan,Sumatera Utara,31767,QRIS,shipped,SALE2024,42932,J&T
ORD001571,CUST0074,"2024-03-26",260052,Medan,Sumatera Utara,33279,Transfer Bank,delivered,HARI BELANJA,38948,JNE
ORD001572,CUST0509,"2023-10-03",1206378,Manado,Sulawesi Utara,43892,Transfer Bank,cancelled,FLASHSALE,27622,J&T
ORD001573,CUST0726,"2025-01-29",192178,Makassar,Sulawesi Selatan,39219,GoPay,cancelled,HARI BELANJA,36822,J&T
ORD001576,CUST0292,"2022-11-15",230100,Tangerang,Banten,12136,Transfer Bank,processing,HARI BELANJA,18900,SiCepat
ORD001579,CUST0356,"2023-06-16",152534,Semarang,Jawa Tengah,16824,GoPay,delivered,WEEKEND25,26466,J&T
ORD001581,CUST0547,"2022-03-11",510068,Semarang,Jawa Tengah,12774,Transfer Bank,delivered,HARBOLNAS22,46932,JNE
ORD001584,CUST0772,"2024-10-21",209599,Balikpapan,Kalimantan Timur,39902,Transfer Bank,delivered,NEWUSER,19401,J&T
ORD001595,CUST0489,"2025-02-04",325823,Depok,Jawa Barat,11532,GoPay,delivered,SALE2024,31177,SiCepat
ORD001596,CUST0143,"2024-11-27",56784,Manado,Sulawesi Utara,32795,OVO,processing,WEEKEND25,41216,J&T
ORD001603,CUST0776,"2023-12-06",511391,Bekasi,Jawa Barat,9786,OVO,cancelled,SALE2024,24609,Anteraja
ORD001604,CUST0143,"2024-12-01",627141,Depok,Jawa Barat,10519,GoPay,shipped,SALE2024,30859,JNE
ORD001607,CUST0143,"2022-03-25",299467,Medan,Sumatera Utara,31007,Transfer Bank,delivered,NEWUSER,29533,Anteraja
ORD001610,CUST0527,"2024-04-07",10616,Malang,Jawa Timur,17319,GoPay,delivered,RAMADAN23,38384,SiCepat
ORD001611,CUST0246,"2023-11-23",353649,Depok,Jawa Barat,9283,Transfer Bank,delivered,SALE2024,44351,SiCepat
ORD001612,CUST0281,"2023-06-10",431482,Pontianak,Kalimantan Barat,40290,Transfer Bank,shipped,HARBOLNAS22,43518,J&T
ORD001613,CUST0320,"2024-02-02",981191,Bekasi,Jawa Barat,12396,OVO,shipped,HARBOLNAS22,16809,SiCepat
ORD001614,CUST0453,"2023-11-11",420710,Malang,Jawa Timur,20793,OVO,delivered,HARBOLNAS22,37290,SiCepat
ORD001617,CUST0632,"2024-01-06",173666,Banjarmasin,Kalimantan Selatan,38793,Transfer Bank,delivered,FLASHSALE,25334,Anteraja
ORD001621,CUST0336,"2024-08-24",25055,Jakarta,DKI Jakarta,10918,Transfer Bank,shipped,SALE2024,33945,SiCepat
ORD001624,CUST0261,"2024-05-18",105501,Banjarmasin,Kalimantan Selatan,32027,Kartu Kredit,delivered,MEMBER10,43499,JNE
ORD001625,CUST0508,"2024-06-19",520065,Manado,Sulawesi Utara,37160,Transfer Bank,delivered,MEMBER10,28935,JNE
ORD001627,CUST0705,"2023-09-13",763196,Semarang,Jawa Tengah,15987,Kartu Kredit,delivered,WEEKEND25,13804,SiCepat
ORD001633,CUST0573,"2024-04-10",75782,Bogor,Jawa Barat,10247,Transfer Bank,delivered,HARI BELANJA,23218,SiCepat
ORD001638,CUST0316,"2024-02-02",577527,Depok,Jawa Barat,11718,GoPay,delivered,HARI BELANJA,20473,SiCepat
ORD001639,CUST0563,"2024-09-05",471502,Manado,Sulawesi Utara,33927,Transfer Bank,delivered,RAMADAN23,36498,J&T
ORD001640,CUST0027,"2024-05-04",154943,Pontianak,Kalimantan Barat,33696,OVO,delivered,MEMBER10,24057,J&T
ORD001646,CUST0250,"2025-02-03",595218,Bekasi,Jawa Barat,10536,QRIS,shipped,FLASHSALE,22782,JNE
ORD001647,CUST0732,"2023-11-04",339076,Bekasi,Jawa Barat,10838,OVO,delivered,MEMBER10,17924,Pos Indonesia
ORD001659,CUST0326,"2024-10-05",215196,Palembang,Sumatera Selatan,27138,GoPay,delivered,HARI BELANJA,33804,SiCepat
ORD001665,CUST0616,"2023-12-01",724724,Banjarmasin,Kalimantan Selatan,28296,GoPay,delivered,HARBOLNAS22,32276,J&T
ORD001667,CUST0606,"2024-11-06",258809,Palembang,Sumatera Selatan,23122,Transfer Bank,shipped,MEMBER10,38191,J&T
ORD001669,CUST0274,"2024-09-26",321980,Manado,Sulawesi Utara,43308,OVO,delivered,RAMADAN23,27020,SiCepat
ORD001671,CUST0647,"2022-01-10",588552,Pontianak,Kalimantan Barat,33658,Kartu Kredit,delivered,WEEKEND25,19448,Anteraja
ORD001672,CUST0742,"2024-10-29",929743,Bandung,Jawa Barat,11066,Kartu Kredit,processing,NEWUSER,47257,JNE
ORD001673,CUST0373,"2024-06-16",555048,Semarang,Jawa Tengah,16457,GoPay,delivered,HARBOLNAS22,43952,JNE
ORD001676,CUST0482,"2023-05-04",312320,Bandung,Jawa Barat,14975,OVO,returned,SALE2024,43680,Pos Indonesia
ORD001677,CUST0019,"2022-08-16",453005,Malang,Jawa Timur,21972,Transfer Bank,delivered,FLASHSALE,23995,JNE
ORD001679,CUST0480,"2024-11-02",363623,Bogor,Jawa Barat,13984,QRIS,delivered,NEWUSER,43377,J&T
ORD001682,CUST0505,"2023-03-15",42460,Pontianak,Kalimantan Barat,33932,GoPay,delivered,RAMADAN23,16540,JNE
ORD001683,CUST0289,"2024-07-02",329299,Tangerang,Banten,12100,Transfer Bank,delivered,HARBOLNAS22,28701,SiCepat
ORD001684,CUST0474,"2023-12-21",188351,Banjarmasin,Kalimantan Selatan,37631,Kartu Kredit,delivered,NEWUSER,48649,SiCepat
ORD001693,CUST0657,"2023-12-23",311466,Padang,Sumatera Barat,30456,GoPay,shipped,FLASHSALE,17534,JNE
ORD001697,CUST0643,"2023-09-01",307401,Bogor,Jawa Barat,10699,QRIS,returned,WEEKEND25,49599,J&T
ORD001698,CUST0782,"2023-11-09",873712,Denpasar,Bali,21476,GoPay,processing,HARBOLNAS22,24288,JNE
ORD001699,CUST0158,"2023-04-13",107900,Manado,Sulawesi Utara,38090,OVO,cancelled,HARBOLNAS22,41100,J&T
ORD001705,CUST0488,"2024-11-21",803130,Bogor,Jawa Barat,13404,GoPay,delivered,MEMBER10,43870,Anteraja
ORD001710,CUST0345,"2024-03-05",581156,Denpasar,Bali,26039,GoPay,delivered,SALE2024,45844,J&T
ORD001714,CUST0324,"2023-05-27",207118,Tangerang,Banten,9209,OVO,delivered,WEEKEND25,41882,JNE
ORD001719,CUST0657,"2024-03-20",828225,Padang,Sumatera Barat,29822,QRIS,delivered,RAMADAN23,38775,JNE
ORD001722,CUST0400,"2022-07-08",355735,Bekasi,Jawa Barat,10483,GoPay,delivered,NEWUSER,43265,J&T
ORD001724,CUST0227,"2022-03-27",314111,Pekanbaru,Riau,32473,Kartu Kredit,cancelled,NEWUSER,34889,J&T
ORD001726,CUST0481,"2022-03-07",446048,Palembang,Sumatera Selatan,26046,QRIS,cancelled,FLASHSALE,40952,SiCepat
ORD001730,CUST0616,"2023-10-29",492716,Jakarta,DKI Jakarta,10810,Transfer Bank,cancelled,MEMBER10,35284,SiCepat
ORD001734,CUST0380,"2022-08-24",153956,Malang,Jawa Timur,14196,GoPay,processing,SALE2024,45044,Anteraja
ORD001736,CUST0160,"2022-12-19",698348,Pontianak,Kalimantan Barat,29383,Transfer Bank,delivered,WEEKEND25,46652,JNE
ORD001737,CUST0268,"2024-09-07",413661,Bogor,Jawa Barat,14226,QRIS,delivered,HARI BELANJA,34339,JNE
ORD001739,CUST0301,"2022-06-23",164421,Balikpapan,Kalimantan Timur,40665,OVO,delivered,MEMBER10,33579,JNE
ORD001742,CUST0448,"2022-11-10",60473,Pekanbaru,Riau,26513,GoPay,shipped,SALE2024,18527,JNE
ORD001744,CUST0666,"2024-01-30",214578,Jakarta,DKI Jakarta,11229,OVO,delivered,FLASHSALE,43422,JNE
ORD001749,CUST0575,"2022-01-08",262206,Balikpapan,Kalimantan Timur,34817,GoPay,delivered,MEMBER10,36794,JNE
ORD001750,CUST0395,"2025-02-15",10727,Makassar,Sulawesi Selatan,32536,Kartu Kredit,delivered,SALE2024,48273,JNE
ORD001751,CUST0364,"2025-02-16",135492,Padang,Sumatera Barat,24608,OVO,shipped,FLASHSALE,42508,SiCepat
ORD001752,CUST0097,"2025-01-29",650754,Makassar,Sulawesi Selatan,36269,QRIS,processing,RAMADAN23,34246,JNE
ORD001756,CUST0319,"2023-05-01",259604,Bandung,Jawa Barat,13566,OVO,delivered,NEWUSER,19396,JNE
ORD001757,CUST0441,"2024-02-07",259736,Manado,Sulawesi Utara,34013,Kartu Kredit,delivered,FLASHSALE,19264,JNE
ORD001758,CUST0493,"2023-06-13",244531,Banjarmasin,Kalimantan Selatan,38463,Transfer Bank,cancelled,NEWUSER,23469,SiCepat
ORD001762,CUST0207,"2023-06-21",660299,Yogyakarta,DI Yogyakarta,19793,OVO,cancelled,WEEKEND25,37701,J&T
ORD001763,CUST0450,"2024-04-25",404410,Bandung,Jawa Barat,11567,Transfer Bank,delivered,HARBOLNAS22,23590,SiCepat
ORD001769,CUST0346,"2022-07-05",622813,Medan,Sumatera Utara,33673,Transfer Bank,delivered,HARI BELANJA,33187,Anteraja
ORD001771,CUST0168,"2022-01-15",573634,Pekanbaru,Riau,25210,Transfer Bank,shipped,HARBOLNAS22,32366,J&T
ORD001772,CUST0757,"2024-03-13",304697,Pontianak,Kalimantan Barat,35903,Transfer Bank,delivered,HARI BELANJA,44303,SiCepat
ORD001777,CUST0375,"2024-05-27",628510,Balikpapan,Kalimantan Timur,33997,GoPay,delivered,HARI BELANJA,19490,JNE
ORD001780,CUST0171,"2025-02-02",145529,Pekanbaru,Riau,25392,Transfer Bank,delivered,SALE2024,22471,JNE
ORD001781,CUST0108,"2022-08-03",316809,Yogyakarta,DI Yogyakarta,13991,OVO,delivered,RAMADAN23,49191,J&T
ORD001784,CUST0761,"2023-03-10",456339,Yogyakarta,DI Yogyakarta,14583,GoPay,delivered,RAMADAN23,42661,J&T
ORD001791,CUST0535,"2024-11-03",98213,Banjarmasin,Kalimantan Selatan,28485,QRIS,returned,RAMADAN23,30787,J&T
ORD001792,CUST0298,"2024-07-24",368146,Pontianak,Kalimantan Barat,35171,OVO,returned,SALE2024,29854,Anteraja
ORD001795,CUST0101,"2024-06-20",273690,Semarang,Jawa Tengah,14286,QRIS,delivered,NEWUSER,25310,J&T
ORD001796,CUST0101,"2025-02-19",64336,Semarang,Jawa Tengah,12078,GoPay,processing,RAMADAN23,24664,SiCepat
ORD001797,CUST0658,"2024-11-14",883493,Banjarmasin,Kalimantan Selatan,40939,Transfer Bank,delivered,WEEKEND25,13507,SiCepat
ORD001802,CUST0673,"2025-01-20",539125,Makassar,Sulawesi Selatan,39347,Transfer Bank,delivered,SALE2024,28875,JNE
ORD001805,CUST0618,"2022-09-05",4981,Manado,Sulawesi Utara,34624,Transfer Bank,returned,NEWUSER,44019,JNE
ORD001808,CUST0493,"2023-06-21",512175,Padang,Sumatera Barat,25073,OVO,shipped,FLASHSALE,24825,JNE
ORD001813,CUST0486,"2022-12-19",1347197,Yogyakarta,DI Yogyakarta,17790,Kartu Kredit,delivered,RAMADAN23,37803,J&T
ORD001814,CUST0759,"2024-03-13",3385,Malang,Jawa Timur,18225,Transfer Bank,returned,HARI BELANJA,45615,J&T
ORD001815,CUST0309,"2023-10-18",1079326,Denpasar,Bali,24036,GoPay,delivered,MEMBER10,47674,SiCepat
ORD001818,CUST0184,"2024-12-08",184220,Medan,Sumatera Utara,30275,Transfer Bank,cancelled,FLASHSALE,43780,SiCepat
ORD001820,CUST0506,"2022-11-23",744325,Pekanbaru,Riau,25816,Transfer Bank,delivered,NEWUSER,11675,Pos Indonesia
ORD001827,CUST0682,"2023-08-26",940860,Jakarta,DKI Jakarta,10310,Kartu Kredit,delivered,MEMBER10,15140,SiCepat
ORD001828,CUST0311,"2024-06-24",942549,Semarang,Jawa Tengah,12427,GoPay,delivered,MEMBER10,12451,J&T
ORD001829,CUST0024,"2023-07-09",749518,Denpasar,Bali,30211,GoPay,delivered,SALE2024,28482,JNE
ORD001831,CUST0110,"2024-07-12",560218,Bogor,Jawa Barat,13054,Transfer Bank,shipped,HARBOLNAS22,38782,J&T
ORD001833,CUST0161,"2024-02-19",50091,Depok,Jawa Barat,12865,Transfer Bank,delivered,WEEKEND25,48909,Pos Indonesia
ORD001836,CUST0095,"2024-05-30",510624,Banjarmasin,Kalimantan Selatan,37424,QRIS,delivered,WEEKEND25,25376,JNE
ORD001840,CUST0130,"2023-11-21",1127422,Manado,Sulawesi Utara,33855,GoPay,cancelled,FLASHSALE,38578,J&T
ORD001841,CUST0752,"2024-12-19",755491,Palembang,Sumatera Selatan,28810,GoPay,shipped,FLASHSALE,39509,Anteraja
ORD001842,CUST0480,"2025-01-05",752814,Jakarta,DKI Jakarta,10855,Transfer Bank,delivered,WEEKEND25,24186,JNE
ORD001844,CUST0189,"2022-06-01",713740,Bekasi,Jawa Barat,10767,Kartu Kredit,shipped,FLASHSALE,43260,JNE
ORD001851,CUST0093,"2024-11-19",103454,Bandung,Jawa Barat,10965,Transfer Bank,shipped,RAMADAN23,45546,J&T
ORD001852,CUST0160,"2024-10-29",452111,Pontianak,Kalimantan Barat,35121,QRIS,delivered,NEWUSER,46889,JNE
ORD001854,CUST0764,"2024-05-29",138363,Pontianak,Kalimantan Barat,36206,Transfer Bank,delivered,NEWUSER,10637,SiCepat
ORD001859,CUST0498,"2023-11-17",22659,Depok,Jawa Barat,9149,Transfer Bank,delivered,MEMBER10,26341,SiCepat
ORD001860,CUST0705,"2023-01-30",164750,Semarang,Jawa Tengah,14985,GoPay,cancelled,NEWUSER,34250,JNE
ORD001861,CUST0215,"2025-01-01",928963,Bekasi,Jawa Barat,13187,GoPay,delivered,HARI BELANJA,28037,SiCepat
ORD001865,CUST0321,"2024-05-08",19154,Makassar,Sulawesi Selatan,41827,Transfer Bank,delivered,HARBOLNAS22,29846,J&T
ORD001867,CUST0281,"2024-08-16",929739,Pontianak,Kalimantan Barat,34834,Transfer Bank,delivered,MEMBER10,36261,Anteraja
ORD001869,CUST0164,"2023-08-04",467353,Bandung,Jawa Barat,12458,OVO,processing,HARI BELANJA,31647,JNE
ORD001871,CUST0640,"2025-02-25",473102,Denpasar,Bali,26625,GoPay,shipped,RAMADAN23,24898,J&T
ORD001872,CUST0449,"2024-11-14",219680,Yogyakarta,DI Yogyakarta,16364,GoPay,cancelled,RAMADAN23,29320,Anteraja
ORD001873,CUST0154,"2024-01-15",98897,Balikpapan,Kalimantan Timur,31287,GoPay,delivered,HARI BELANJA,20103,J&T
ORD001874,CUST0688,"2025-02-13",110661,Malang,Jawa Timur,14858,OVO,delivered,HARI BELANJA,38339,JNE
ORD001879,CUST0606,"2024-09-28",538046,Bandung,Jawa Barat,10742,Transfer Bank,processing,RAMADAN23,10954,J&T
ORD001880,CUST0573,"2024-03-12",19006,Bogor,Jawa Barat,10315,Kartu Kredit,processing,NEWUSER,39994,Anteraja
ORD001882,CUST0424,"2023-10-13",255352,Tangerang,Banten,13437,Kartu Kredit,cancelled,WEEKEND25,43648,SiCepat
ORD001884,CUST0475,"2024-11-28",1301216,Palembang,Sumatera Selatan,23587,Kartu Kredit,delivered,MEMBER10,25784,JNE
ORD001887,CUST0060,"2023-01-05",1165987,Pekanbaru,Riau,30679,OVO,delivered,HARBOLNAS22,31013,J&T
ORD001888,CUST0646,"2024-02-20",477207,Malang,Jawa Timur,21789,GoPay,delivered,MEMBER10,21793,JNE
ORD001891,CUST0780,"2025-02-01",215482,Medan,Sumatera Utara,27000,Transfer Bank,cancelled,HARBOLNAS22,33518,SiCepat
ORD001892,CUST0767,"2022-05-04",1435014,Palembang,Sumatera Selatan,33684,QRIS,delivered,SALE2024,40986,JNE
ORD001893,CUST0417,"2024-03-26",323776,Medan,Sumatera Utara,34203,OVO,cancelled,SALE2024,34224,JNE
ORD001895,CUST0127,"2023-04-20",375569,Pontianak,Kalimantan Barat,29418,Transfer Bank,delivered,MEMBER10,22431,Pos Indonesia
ORD001901,CUST0476,"2023-12-17",425812,Jakarta,DKI Jakarta,11900,GoPay,delivered,SALE2024,23188,JNE
ORD001904,CUST0179,"2024-11-03",1691786,Balikpapan,Kalimantan Timur,39404,GoPay,delivered,SALE2024,34214,SiCepat
ORD001912,CUST0740,"2023-04-27",118081,Denpasar,Bali,28923,Transfer Bank,delivered,MEMBER10,10919,SiCepat
ORD001916,CUST0267,"2022-09-06",869265,Bekasi,Jawa Barat,10911,OVO,shipped,MEMBER10,37735,J&T
ORD001917,CUST0665,"2024-07-06",55843,Surabaya,Jawa Timur,15528,QRIS,delivered,MEMBER10,23157,J&T
ORD001923,CUST0410,"2024-02-02",1254529,Semarang,Jawa Tengah,12484,OVO,shipped,HARBOLNAS22,11471,J&T
ORD001926,CUST0361,"2023-09-18",192031,Pekanbaru,Riau,27625,GoPay,shipped,SALE2024,24969,J&T
ORD001927,CUST0051,"2024-02-13",597128,Denpasar,Bali,31936,Transfer Bank,cancelled,SALE2024,48872,JNE
ORD001928,CUST0720,"2023-11-15",870047,Palembang,Sumatera Selatan,30173,OVO,shipped,WEEKEND25,27953,Anteraja
ORD001930,CUST0453,"2024-05-06",45844,Malang,Jawa Timur,15352,OVO,delivered,FLASHSALE,43156,J&T
ORD001934,CUST0672,"2025-02-20",47041,Malang,Jawa Timur,17871,Transfer Bank,shipped,RAMADAN23,21959,SiCepat
ORD001938,CUST0761,"2024-04-15",1427456,Yogyakarta,DI Yogyakarta,17236,GoPay,shipped,MEMBER10,27544,JNE
ORD001941,CUST0102,"2023-06-24",532834,Makassar,Sulawesi Selatan,33355,Transfer Bank,shipped,WEEKEND25,14166,J&T
ORD001948,CUST0007,"2025-01-25",485148,Medan,Sumatera Utara,35892,Transfer Bank,delivered,HARI BELANJA,13852,Anteraja
ORD001950,CUST0281,"2023-12-12",657904,Pontianak,Kalimantan Barat,29264,OVO,processing,MEMBER10,10096,SiCepat
ORD001959,CUST0577,"2024-09-05",1080643,Tangerang,Banten,10775,GoPay,shipped,SALE2024,25357,Pos Indonesia
ORD001962,CUST0301,"2024-07-10",312065,Medan,Sumatera Utara,35497,Transfer Bank,delivered,NEWUSER,16935,SiCepat
ORD001964,CUST0391,"2024-01-01",117465,Pontianak,Kalimantan Barat,35210,OVO,delivered,RAMADAN23,31535,SiCepat
ORD001966,CUST0437,"2025-01-21",1036306,Pekanbaru,Riau,30562,Transfer Bank,returned,MEMBER10,20694,JNE
ORD001976,CUST0565,"2022-04-29",105019,Banjarmasin,Kalimantan Selatan,28311,Transfer Bank,shipped,MEMBER10,43981,Anteraja
ORD001979,CUST0693,"2022-03-25",109559,Manado,Sulawesi Utara,43579,OVO,returned,SALE2024,39441,Pos Indonesia
ORD001984,CUST0673,"2023-05-25",225093,Makassar,Sulawesi Selatan,34200,OVO,processing,WEEKEND25,12907,JNE
ORD001987,CUST0650,"2022-07-20",254959,Yogyakarta,DI Yogyakarta,18328,Kartu Kredit,cancelled,SALE2024,24041,J&T
ORD001993,CUST0068,"2024-12-16",58739,Makassar,Sulawesi Selatan,32721,OVO,shipped,HARI BELANJA,30261,SiCepat
ORD001994,CUST0397,"2022-01-05",1053536,Balikpapan,Kalimantan Timur,31751,Transfer Bank,delivered,FLASHSALE,44464,JNE
ORD001997,CUST0160,"2023-11-01",1191562,Pontianak,Kalimantan Barat,38854,GoPay,delivered,MEMBER10,35438,JNE
ORD002001,CUST0454,"2023-10-27",632236,Makassar,Sulawesi Selatan,34807,QRIS,delivered,WEEKEND25,24764,JNE
ORD002004,CUST0231,"2024-11-29",399823,Tangerang,Banten,13185,OVO,shipped,RAMADAN23,49177,Pos Indonesia
ORD002005,CUST0022,"2022-03-01",965125,Surabaya,Jawa Timur,14851,Transfer Bank,delivered,HARI BELANJA,32875,Anteraja
ORD002006,CUST0034,"2023-06-04",128548,Manado,Sulawesi Utara,34646,GoPay,cancelled,WEEKEND25,20452,J&T
ORD002009,CUST0233,"2023-07-25",1321189,Manado,Sulawesi Utara,36137,Transfer Bank,delivered,MEMBER10,33811,Pos Indonesia
ORD002011,CUST0139,"2024-12-05",589691,Bekasi,Jawa Barat,10664,GoPay,delivered,RAMADAN23,27309,Pos Indonesia
ORD002012,CUST0727,"2023-05-15",297005,Semarang,Jawa Tengah,13622,GoPay,delivered,SALE2024,31995,JNE
ORD002013,CUST0331,"2025-01-22",1339695,Depok,Jawa Barat,10541,Transfer Bank,delivered,HARBOLNAS22,16305,J&T
ORD002017,CUST0569,"2023-06-02",217977,Pekanbaru,Riau,23273,OVO,returned,HARI BELANJA,11023,Anteraja
ORD002018,CUST0595,"2024-03-17",274833,Surabaya,Jawa Timur,12067,Transfer Bank,delivered,NEWUSER,22167,J&T
ORD002025,CUST0042,"2023-07-25",278150,Bogor,Jawa Barat,10894,QRIS,delivered,NEWUSER,19850,SiCepat
ORD002028,CUST0539,"2025-01-10",70195,Balikpapan,Kalimantan Timur,35643,Kartu Kredit,delivered,RAMADAN23,28805,JNE
ORD002029,CUST0473,"2023-03-01",416129,Banjarmasin,Kalimantan Selatan,32183,GoPay,delivered,FLASHSALE,32871,SiCepat
ORD002030,CUST0428,"2024-08-29",58096,Semarang,Jawa Tengah,12526,OVO,processing,HARBOLNAS22,10904,J&T
ORD002032,CUST0444,"2022-09-02",1077674,Denpasar,Bali,21122,GoPay,shipped,SALE2024,38326,SiCepat
ORD002034,CUST0137,"2024-10-24",635882,Surabaya,Jawa Timur,12056,GoPay,delivered,MEMBER10,42118,JNE
ORD002036,CUST0135,"2024-03-21",386761,Makassar,Sulawesi Selatan,41396,Kartu Kredit,delivered,NEWUSER,12239,JNE
ORD002041,CUST0179,"2022-03-21",186344,Medan,Sumatera Utara,33383,GoPay,cancelled,WEEKEND25,42656,JNE
ORD002043,CUST0262,"2023-02-28",83314,Medan,Sumatera Utara,34205,Transfer Bank,delivered,HARI BELANJA,45686,JNE
ORD002044,CUST0663,"2025-02-23",360285,Balikpapan,Kalimantan Timur,33626,Kartu Kredit,delivered,NEWUSER,36715,J&T
ORD002046,CUST0488,"2024-06-14",548064,Bogor,Jawa Barat,14154,Transfer Bank,delivered,SALE2024,49936,J&T
ORD002051,CUST0016,"2024-02-20",86885,Padang,Sumatera Barat,24050,Kartu Kredit,processing,MEMBER10,12115,SiCepat
ORD002055,CUST0691,"2024-11-11",40343,Jakarta,DKI Jakarta,8324,GoPay,delivered,HARI BELANJA,48657,SiCepat
ORD002056,CUST0094,"2024-05-07",518416,Pekanbaru,Riau,33312,Kartu Kredit,processing,NEWUSER,27584,Anteraja
ORD002057,CUST0794,"2025-02-01",453170,Pekanbaru,Riau,25857,Kartu Kredit,delivered,HARBOLNAS22,45830,SiCepat
ORD002058,CUST0722,"2024-12-27",518959,Jakarta,DKI Jakarta,10104,GoPay,delivered,NEWUSER,30041,J&T
ORD002059,CUST0540,"2023-06-04",986557,Bekasi,Jawa Barat,12197,Transfer Bank,delivered,NEWUSER,11443,JNE
ORD002066,CUST0617,"2024-09-25",100303,Padang,Sumatera Barat,30944,Transfer Bank,cancelled,HARBOLNAS22,28697,Pos Indonesia
ORD002067,CUST0625,"2022-05-26",164823,Jakarta,DKI Jakarta,9910,Transfer Bank,delivered,WEEKEND25,14177,J&T
ORD002068,CUST0063,"2024-05-15",932033,Yogyakarta,DI Yogyakarta,17502,GoPay,cancelled,HARBOLNAS22,24967,J&T
ORD002069,CUST0322,"2023-10-20",435458,Banjarmasin,Kalimantan Selatan,39075,QRIS,delivered,RAMADAN23,22542,SiCepat
ORD002070,CUST0590,"2024-10-07",102955,Pontianak,Kalimantan Barat,38287,Transfer Bank,delivered,WEEKEND25,26045,Pos Indonesia
ORD002073,CUST0432,"2023-10-09",152177,Depok,Jawa Barat,12000,Kartu Kredit,delivered,NEWUSER,26823,J&T
ORD002076,CUST0330,"2022-11-12",779282,Semarang,Jawa Tengah,15492,OVO,delivered,FLASHSALE,18718,JNE
ORD002080,CUST0733,"2024-01-24",404110,Makassar,Sulawesi Selatan,31070,Transfer Bank,delivered,SALE2024,23890,J&T
ORD002082,CUST0422,"2023-03-14",365115,Makassar,Sulawesi Selatan,41057,Transfer Bank,cancelled,NEWUSER,31885,Anteraja
ORD002085,CUST0280,"2024-09-28",101343,Depok,Jawa Barat,9151,GoPay,cancelled,FLASHSALE,27657,Anteraja
ORD002088,CUST0131,"2024-12-11",640287,Bekasi,Jawa Barat,9138,Transfer Bank,returned,HARI BELANJA,46713,SiCepat
ORD002089,CUST0509,"2023-06-22",266320,Manado,Sulawesi Utara,32441,Kartu Kredit,delivered,HARBOLNAS22,31680,JNE
ORD002091,CUST0751,"2025-01-27",309842,Palembang,Sumatera Selatan,31736,Transfer Bank,delivered,FLASHSALE,39158,JNE
ORD002095,CUST0033,"2024-01-16",665543,Balikpapan,Kalimantan Timur,40862,QRIS,delivered,MEMBER10,41457,J&T
ORD002096,CUST0507,"2023-03-02",113711,Padang,Sumatera Barat,34307,Kartu Kredit,processing,HARI BELANJA,15289,SiCepat
ORD002099,CUST0355,"2023-06-14",176304,Medan,Sumatera Utara,36485,OVO,delivered,NEWUSER,21696,JNE
ORD002100,CUST0093,"2023-10-30",67414,Bandung,Jawa Barat,14032,Transfer Bank,processing,WEEKEND25,11586,J&T
ORD002102,CUST0040,"2023-07-02",407453,Malang,Jawa Timur,21859,OVO,delivered,HARI BELANJA,20547,J&T
ORD002103,CUST0623,"2022-11-09",866305,Manado,Sulawesi Utara,40733,OVO,shipped,WEEKEND25,31695,SiCepat
